,Freq,Reporter,Partner,ProductCode,Indicator,Year,Value,DataSource
1608,Annual,Azerbaijan,Latin America and Caribbean,Ores and Metals,Import Trade Value (US$ Thousand),2017,11882.46709,WITS - UNSD Comtrade
257,Annual,Lao PDR,China,Ores and Metals,Import Trade Value (US$ Thousand),2017,11882.179,WITS - UNSD Comtrade
2114,Annual,Sierra Leone,World,Ores and Metals,Import Trade Value (US$ Thousand),2017,11860.8852115845,WITS - UNSD Comtrade
467,Annual,Andorra,East Asia and Pacific,Mach and Elec,Import Trade Value (US$ Thousand),2017,11853.8911253434,WITS - UNSD Comtrade
2317,Annual,Zimbabwe,South Africa,Agricultural Raw Materials,Import Trade Value (US$ Thousand),2017,11853.10174,WITS - UNSD Comtrade
548,Annual,Fiji,East Asia and Pacific,Footwear,Import Trade Value (US$ Thousand),2017,11833.8980434312,WITS - UNSD Comtrade
642,Annual,Georgia,Europe and Central Asia,Hides and Skins,Import Trade Value (US$ Thousand),2017,11833.41177,WITS - UNSD Comtrade
1230,Annual,Sierra Leone,Middle East and North Africa,Plastic or Rubber,Import Trade Value (US$ Thousand),2017,11830.8386434614,WITS - UNSD Comtrade
1274,Annual,St. Kitts and Nevis,North America,Vegetable,Import Trade Value (US$ Thousand),2017,11802.7801453562,WITS - UNSD Comtrade
861,Annual,Sao Tome and Principe,Portugal,Vegetable,Import Trade Value (US$ Thousand),2017,11795.1560016345,WITS - UNSD Comtrade
852,Annual,Uruguay,Spain,Ores and Metals,Import Trade Value (US$ Thousand),2017,11791.80882,WITS - UNSD Comtrade
310,Annual,Azerbaijan,Belarus,Agricultural Raw Materials,Import Trade Value (US$ Thousand),2017,11791.21549,WITS - UNSD Comtrade
1825,Annual,Burundi,World,Stone and Glass,Import Trade Value (US$ Thousand),2017,11757.9208607296,WITS - UNSD Comtrade
1882,Annual,St. Kitts and Nevis,United States,Vegetable,Import Trade Value (US$ Thousand),2017,11757.7197348611,WITS - UNSD Comtrade
1270,Annual,Occ.Pal.Terr,Middle East and North Africa,Agricultural Raw Materials,Import Trade Value (US$ Thousand),2017,11755.8434318529,WITS - UNSD Comtrade
2010,Annual,St. Kitts and Nevis,World,Textiles,Import Trade Value (US$ Thousand),2017,11755.3813742365,WITS - UNSD Comtrade
1202,Annual,Seychelles,Italy,Metals,Import Trade Value (US$ Thousand),2017,11752.74733,WITS - UNSD Comtrade
2826,Annual,Cyprus,World,Minerals,Import Trade Value (US$ Thousand),2017,11750.0653020821,WITS - UNSD Comtrade
2304,Annual,Fiji,World,Agricultural Raw Materials,Import Trade Value (US$ Thousand),2017,11747.1661412368,WITS - UNSD Comtrade
563,Annual,"Congo, Rep.",East Asia and Pacific,Wood,Import Trade Value (US$ Thousand),2017,11723.2820945383,WITS - UNSD Comtrade
573,Annual,Tanzania,China,Ores and Metals,Import Trade Value (US$ Thousand),2017,11713.929,WITS - UNSD Comtrade
1490,Annual,Palau,World,Miscellaneous,Import Trade Value (US$ Thousand),2017,11713.48224,WITS - UNSD Comtrade
1205,Annual,Belize,North America,Raw materials,Import Trade Value (US$ Thousand),2017,11703.644305,WITS - UNSD Comtrade
2253,Annual,Bolivia,Peru,Agricultural Raw Materials,Import Trade Value (US$ Thousand),2017,11689.50717,WITS - UNSD Comtrade
1740,Annual,Belize,United States,Raw materials,Import Trade Value (US$ Thousand),2017,11689.05605,WITS - UNSD Comtrade
495,Annual,Honduras,China,Ores and Metals,Import Trade Value (US$ Thousand),2017,11684.58141,WITS - UNSD Comtrade
842,Annual,Barbados,East Asia and Pacific,Raw materials,Import Trade Value (US$ Thousand),2017,11680.1655,WITS - UNSD Comtrade
2798,Annual,Bosnia and Herzegovina,"Serbia, FR(Serbia/Montenegro)",Agricultural Raw Materials,Import Trade Value (US$ Thousand),2017,11674.47144,WITS - UNSD Comtrade
403,Annual,Aruba,Unspecified,Stone and Glass,Import Trade Value (US$ Thousand),2017,11670.383158046,WITS - UNSD Comtrade
974,Annual,Palau,North America,Food Products,Import Trade Value (US$ Thousand),2017,11668.79774,WITS - UNSD Comtrade
730,Annual,Zambia,Europe and Central Asia,Animal,Import Trade Value (US$ Thousand),2017,11668.604,WITS - UNSD Comtrade
1044,Annual,Suriname,North America,Miscellaneous,Import Trade Value (US$ Thousand),2017,11665.8535928172,WITS - UNSD Comtrade
1420,Annual,Palau,United States,Food Products,Import Trade Value (US$ Thousand),2017,11660.09385,WITS - UNSD Comtrade
2919,Annual,Barbados,United States,Agricultural Raw Materials,Import Trade Value (US$ Thousand),2017,11648.193,WITS - UNSD Comtrade
620,Annual,Iceland,Germany,Stone and Glass,Import Trade Value (US$ Thousand),2017,11642.6951372817,WITS - UNSD Comtrade
3007,Annual,Cote d'Ivoire,Sub-Saharan Africa,Agricultural Raw Materials,Import Trade Value (US$ Thousand),2017,11627.4053629979,WITS - UNSD Comtrade
1436,Annual,Lao PDR,Vietnam,Plastic or Rubber,Import Trade Value (US$ Thousand),2017,11623.58,WITS - UNSD Comtrade
490,Annual,Aruba,World,Hides and Skins,Import Trade Value (US$ Thousand),2017,11623.232338446,WITS - UNSD Comtrade
1693,Annual,Barbados,Latin America and Caribbean,Plastic or Rubber,Import Trade Value (US$ Thousand),2017,11622.045,WITS - UNSD Comtrade
312,Annual,Sierra Leone,China,Textiles,Import Trade Value (US$ Thousand),2017,11611.5732081564,WITS - UNSD Comtrade
1136,Annual,Honduras,Guatemala,Minerals,Import Trade Value (US$ Thousand),2017,11604.70447,WITS - UNSD Comtrade
622,Annual,St. Lucia,Europe and Central Asia,Metals,Import Trade Value (US$ Thousand),2017,11603.6610185496,WITS - UNSD Comtrade
1379,Annual,Uganda,Kenya,Footwear,Import Trade Value (US$ Thousand),2017,11598.97079,WITS - UNSD Comtrade
147,Annual,Aruba,Europe and Central Asia,Metals,Import Trade Value (US$ Thousand),2017,11594.641288144,WITS - UNSD Comtrade
473,Annual,Cape Verde,Spain,Intermediate goods,Import Trade Value (US$ Thousand),2017,11593.8962781705,WITS - UNSD Comtrade
1997,Annual,Tanzania,Middle East and North Africa,Stone and Glass,Import Trade Value (US$ Thousand),2017,11583.496,WITS - UNSD Comtrade
2741,Annual,Tanzania,South Asia,Agricultural Raw Materials,Import Trade Value (US$ Thousand),2017,11577.361,WITS - UNSD Comtrade
1662,Annual,Cape Verde,World,Agricultural Raw Materials,Import Trade Value (US$ Thousand),2017,11559.4807905727,WITS - UNSD Comtrade
57,Annual,Cyprus,United Arab Emirates,Ores and Metals,Import Trade Value (US$ Thousand),2017,11525.4399875749,WITS - UNSD Comtrade
2429,Annual,Antigua and Barbuda,United States,Plastic or Rubber,Import Trade Value (US$ Thousand),2017,11515.3862808985,WITS - UNSD Comtrade
480,Annual,Sierra Leone,East Asia and Pacific,Chemicals,Import Trade Value (US$ Thousand),2017,11497.4301059129,WITS - UNSD Comtrade
1022,Annual,Belize,Latin America and Caribbean,Raw materials,Import Trade Value (US$ Thousand),2017,11491.20835,WITS - UNSD Comtrade
2260,Annual,Zambia,South Asia,Minerals,Import Trade Value (US$ Thousand),2017,11487.342,WITS - UNSD Comtrade
2152,Annual,Mali,Sub-Saharan Africa,Textiles,Import Trade Value (US$ Thousand),2017,11481.3906700442,WITS - UNSD Comtrade
247,Annual,Aruba,Latin America and Caribbean,Metals,Import Trade Value (US$ Thousand),2017,11476.9174793077,WITS - UNSD Comtrade
2063,Annual,Malawi,Sub-Saharan Africa,Animal,Import Trade Value (US$ Thousand),2017,11475.4442273123,WITS - UNSD Comtrade
283,Annual,Mauritania,China,Plastic or Rubber,Import Trade Value (US$ Thousand),2017,11458.3312630237,WITS - UNSD Comtrade
2522,Annual,Malawi,South Africa,Stone and Glass,Import Trade Value (US$ Thousand),2017,11451.9642525016,WITS - UNSD Comtrade
1670,Annual,Mongolia,North America,Miscellaneous,Import Trade Value (US$ Thousand),2017,11438.48366,WITS - UNSD Comtrade
540,Annual,Togo,East Asia and Pacific,Miscellaneous,Import Trade Value (US$ Thousand),2017,11411.0603601375,WITS - UNSD Comtrade
53,Annual,Solomon Islands,Australia,Animal,Import Trade Value (US$ Thousand),2017,11406.3094012521,WITS - UNSD Comtrade
674,Annual,Samoa,New Zealand,Animal,Import Trade Value (US$ Thousand),2017,11387.643579565,WITS - UNSD Comtrade
2249,Annual,"Iran, Islamic Rep.",Turkey,Footwear,Import Trade Value (US$ Thousand),2017,11371.197,WITS - UNSD Comtrade
685,Annual,Seychelles,East Asia and Pacific,Wood,Import Trade Value (US$ Thousand),2017,11360.69733,WITS - UNSD Comtrade
395,Annual,Aruba,Unspecified,Minerals,Import Trade Value (US$ Thousand),2017,11342.703956232,WITS - UNSD Comtrade
1452,Annual,Lao PDR,Vietnam,Textiles,Import Trade Value (US$ Thousand),2017,11326.327,WITS - UNSD Comtrade
652,Annual,Antigua and Barbuda,East Asia and Pacific,Mach and Elec,Import Trade Value (US$ Thousand),2017,11317.4349603315,WITS - UNSD Comtrade
664,Annual,Paraguay,Europe and Central Asia,Minerals,Import Trade Value (US$ Thousand),2017,11307.473,WITS - UNSD Comtrade
65,Annual,East Timor,Belgium,Food Products,Import Trade Value (US$ Thousand),2017,11306.82609,WITS - UNSD Comtrade
1587,Annual,"Gambia, The",Senegal,Capital goods,Import Trade Value (US$ Thousand),2017,11279.3200847652,WITS - UNSD Comtrade
479,Annual,Solomon Islands,Indonesia,Food Products,Import Trade Value (US$ Thousand),2017,11277.7282582515,WITS - UNSD Comtrade
640,Annual,Bermuda,Europe and Central Asia,Chemical,Import Trade Value (US$ Thousand),2017,11273.55989,WITS - UNSD Comtrade
628,Annual,Bermuda,Europe and Central Asia,Chemicals,Import Trade Value (US$ Thousand),2017,11250.0528,WITS - UNSD Comtrade
384,Annual,Guyana,China,Miscellaneous,Import Trade Value (US$ Thousand),2017,11249.1393080059,WITS - UNSD Comtrade
996,Annual,Palau,North America,Machinery and Transport Equipment,Import Trade Value (US$ Thousand),2017,11248.4203,WITS - UNSD Comtrade
2238,Annual,Armenia,Russian Federation,Agricultural Raw Materials,Import Trade Value (US$ Thousand),2017,11231.32385,WITS - UNSD Comtrade
2867,Annual,Azerbaijan,Turkey,Minerals,Import Trade Value (US$ Thousand),2017,11226.9104,WITS - UNSD Comtrade
847,Annual,Barbados,Europe and Central Asia,Vegetable,Import Trade Value (US$ Thousand),2017,11222.1675,WITS - UNSD Comtrade
1442,Annual,Palau,United States,Machinery and Transport Equipment,Import Trade Value (US$ Thousand),2017,11220.38224,WITS - UNSD Comtrade
2736,Annual,Tanzania,South Asia,Stone and Glass,Import Trade Value (US$ Thousand),2017,11197.128,WITS - UNSD Comtrade
299,Annual,Sierra Leone,China,Textiles and Clothing,Import Trade Value (US$ Thousand),2017,11161.2865732977,WITS - UNSD Comtrade
1489,Annual,Palau,World,Transportation,Import Trade Value (US$ Thousand),2017,11146.9994,WITS - UNSD Comtrade
554,Annual,Fiji,East Asia and Pacific,Agricultural Raw Materials,Import Trade Value (US$ Thousand),2017,11129.520541453,WITS - UNSD Comtrade
1383,Annual,"Macedonia, FYR",Italy,Footwear,Import Trade Value (US$ Thousand),2017,11110.22449,WITS - UNSD Comtrade
2024,Annual,Guyana,Trinidad and Tobago,Wood,Import Trade Value (US$ Thousand),2017,11107.7847370355,WITS - UNSD Comtrade
2381,Annual,Uganda,South Asia,Stone and Glass,Import Trade Value (US$ Thousand),2017,11104.76302,WITS - UNSD Comtrade
665,Annual,Madagascar,East Asia and Pacific,Footwear,Import Trade Value (US$ Thousand),2017,11076.1280594673,WITS - UNSD Comtrade
1653,Annual,"Gambia, The",Sub-Saharan Africa,Mach and Elec,Import Trade Value (US$ Thousand),2017,11069.3564541918,WITS - UNSD Comtrade
2151,Annual,Mali,Sub-Saharan Africa,Ores and Metals,Import Trade Value (US$ Thousand),2017,11062.2989636463,WITS - UNSD Comtrade
1122,Annual,St. Kitts and Nevis,Latin America and Caribbean,Food Products,Import Trade Value (US$ Thousand),2017,11036.3638710325,WITS - UNSD Comtrade
1283,Annual,Paraguay,Latin America and Caribbean,Hides and Skins,Import Trade Value (US$ Thousand),2017,11024.661,WITS - UNSD Comtrade
502,Annual,"Gambia, The",East Asia and Pacific,Intermediate goods,Import Trade Value (US$ Thousand),2017,11012.1759218532,WITS - UNSD Comtrade
701,Annual,Montenegro,East Asia and Pacific,Plastic or Rubber,Import Trade Value (US$ Thousand),2017,11003.4884540506,WITS - UNSD Comtrade
617,Annual,Montenegro,Germany,Plastic or Rubber,Import Trade Value (US$ Thousand),2017,10988.3687601813,WITS - UNSD Comtrade
354,Annual,Comoros,Europe and Central Asia,Transportation,Import Trade Value (US$ Thousand),2017,10979.4730686468,WITS - UNSD Comtrade
166,Annual,"Bahamas, The",Brazil,Animal,Import Trade Value (US$ Thousand),2017,10973.87379,WITS - UNSD Comtrade
2746,Annual,Seychelles,World,Agricultural Raw Materials,Import Trade Value (US$ Thousand),2017,10952.25654,WITS - UNSD Comtrade
658,Annual,Niger,Europe and Central Asia,Ores and Metals,Import Trade Value (US$ Thousand),2017,10945.23805,WITS - UNSD Comtrade
516,Annual,Barbados,China,Textiles,Import Trade Value (US$ Thousand),2017,10929.099,WITS - UNSD Comtrade
450,Annual,Jamaica,China,Footwear,Import Trade Value (US$ Thousand),2017,10915.63879,WITS - UNSD Comtrade
733,Annual,Palau,Japan,Machinery and Transport Equipment,Import Trade Value (US$ Thousand),2017,10887.45709,WITS - UNSD Comtrade
863,Annual,Tanzania,East Asia and Pacific,Hides and Skins,Import Trade Value (US$ Thousand),2017,10881.486,WITS - UNSD Comtrade
2960,Annual,Montenegro,World,Agricultural Raw Materials,Import Trade Value (US$ Thousand),2017,10872.2059766206,WITS - UNSD Comtrade
586,Annual,Fiji,Europe and Central Asia,Fuel,Import Trade Value (US$ Thousand),2017,10865.2405878777,WITS - UNSD Comtrade
571,Annual,Fiji,Europe and Central Asia,Fuels,Import Trade Value (US$ Thousand),2017,10863.4367121229,WITS - UNSD Comtrade
1466,Annual,Malawi,Mozambique,Food Products,Import Trade Value (US$ Thousand),2017,10862.780282781,WITS - UNSD Comtrade
789,Annual,Namibia,East Asia and Pacific,Textiles,Import Trade Value (US$ Thousand),2017,10856.2284687862,WITS - UNSD Comtrade
821,Annual,Sri Lanka,East Asia and Pacific,Hides and Skins,Import Trade Value (US$ Thousand),2017,10826.8052083763,WITS - UNSD Comtrade
1300,Annual,Central African Republic,World,Plastic or Rubber,Import Trade Value (US$ Thousand),2017,10823.5200206945,WITS - UNSD Comtrade
1669,Annual,Tanzania,Kenya,Ores and Metals,Import Trade Value (US$ Thousand),2017,10816.857,WITS - UNSD Comtrade
1997,Annual,St. Kitts and Nevis,World,Textiles and Clothing,Import Trade Value (US$ Thousand),2017,10808.1754918137,WITS - UNSD Comtrade
1803,Annual,Nicaragua,North America,Ores and Metals,Import Trade Value (US$ Thousand),2017,10803.62433,WITS - UNSD Comtrade
1668,Annual,Suriname,World,Agricultural Raw Materials,Import Trade Value (US$ Thousand),2017,10797.1925421882,WITS - UNSD Comtrade
358,Annual,Fiji,China,Stone and Glass,Import Trade Value (US$ Thousand),2017,10797.0589465451,WITS - UNSD Comtrade
1102,Annual,Cape Verde,Netherlands,Animal,Import Trade Value (US$ Thousand),2017,10794.6369275025,WITS - UNSD Comtrade
550,Annual,Occ.Pal.Terr,Europe and Central Asia,Fuel,Import Trade Value (US$ Thousand),2017,10793.2646977438,WITS - UNSD Comtrade
658,Annual,Burkina Faso,East Asia and Pacific,Wood,Import Trade Value (US$ Thousand),2017,10778.9534781014,WITS - UNSD Comtrade
1293,Annual,Guyana,Latin America and Caribbean,Stone and Glass,Import Trade Value (US$ Thousand),2017,10741.7791261034,WITS - UNSD Comtrade
460,Annual,Comoros,France,Transportation,Import Trade Value (US$ Thousand),2017,10741.6481718812,WITS - UNSD Comtrade
649,Annual,Iceland,Denmark,Stone and Glass,Import Trade Value (US$ Thousand),2017,10732.1771694258,WITS - UNSD Comtrade
587,Annual,"Congo, Rep.",Europe and Central Asia,Minerals,Import Trade Value (US$ Thousand),2017,10723.3510170447,WITS - UNSD Comtrade
510,Annual,Sierra Leone,Europe and Central Asia,Plastic or Rubber,Import Trade Value (US$ Thousand),2017,10714.680741959,WITS - UNSD Comtrade
2353,Annual,Rwanda,Sub-Saharan Africa,Footwear,Import Trade Value (US$ Thousand),2017,10714.6232692093,WITS - UNSD Comtrade
2304,Annual,Zimbabwe,South Africa,Minerals,Import Trade Value (US$ Thousand),2017,10709.12536,WITS - UNSD Comtrade
2226,Annual,St. Vincent and the Grenadines,World,Stone and Glass,Import Trade Value (US$ Thousand),2017,10706.272738161,WITS - UNSD Comtrade
1023,Annual,Montenegro,Greece,Ores and Metals,Import Trade Value (US$ Thousand),2017,10699.818379132,WITS - UNSD Comtrade
480,Annual,"Macedonia, FYR",China,Footwear,Import Trade Value (US$ Thousand),2017,10690.19564,WITS - UNSD Comtrade
2363,Annual,"Congo, Rep.",World,Footwear,Import Trade Value (US$ Thousand),2017,10689.9625435326,WITS - UNSD Comtrade
655,Annual,Madagascar,East Asia and Pacific,Animal,Import Trade Value (US$ Thousand),2017,10682.9822388261,WITS - UNSD Comtrade
2237,Annual,St. Vincent and the Grenadines,World,Textiles,Import Trade Value (US$ Thousand),2017,10682.2312140544,WITS - UNSD Comtrade
2335,Annual,Seychelles,Sub-Saharan Africa,Miscellaneous,Import Trade Value (US$ Thousand),2017,10661.91802,WITS - UNSD Comtrade
1252,Annual,East Timor,World,Agricultural Raw Materials,Import Trade Value (US$ Thousand),2017,10658.23512,WITS - UNSD Comtrade
1572,Annual,Seychelles,Middle East and North Africa,Food Products,Import Trade Value (US$ Thousand),2017,10651.25793,WITS - UNSD Comtrade
1487,Annual,Palau,World,Metals,Import Trade Value (US$ Thousand),2017,10644.55683,WITS - UNSD Comtrade
486,Annual,Suriname,Europe and Central Asia,Animal,Import Trade Value (US$ Thousand),2017,10637.4443024851,WITS - UNSD Comtrade
366,Annual,Comoros,Europe and Central Asia,Intermediate goods,Import Trade Value (US$ Thousand),2017,10637.386783886,WITS - UNSD Comtrade
